name,BRI,gri,g'r'i'
SDSS-II SN 18301,False,False,True
SDSS-II SN 4888,False,False,True
SN2005iz,False,False,True
SDSS-II SN 19447,False,False,True
SDSS-II SN 20661,False,False,True
SDSS-II SN 13495,False,False,True
SDSS-II SN 4814,False,False,True
SDSS-II SN 21172,False,False,True
SNLS-04D1jg,False,True,False
SN2005ef,False,False,True
SDSS-II SN 3611,False,False,True
SDSS-II SN 19742,False,False,True
SDSS-II SN 13002,False,False,True
SN2007qu,False,False,True
SDSS-II SN 18601,False,False,True
SDSS-II SN 5723,False,False,True
SDSS-II SN 15137,False,False,True
SDSS-II SN 18399,False,False,True
SN2006hj,False,False,True
SDSS-II SN 17873,False,False,True
SDSS-II SN 20904,False,False,True
SDSS-II SN 9962,False,False,True
SN2016zd,False,True,False
SDSS-II SN 19555,False,False,True
SDSS-II SN 19209,False,False,True
SDSS-II SN 18197,False,False,True
SN1997fc,True,False,False
PS15cze,False,True,False
SDSS-II SN 13768,False,False,True
SDSS-II SN 6671,False,False,True
ASASSN-15bk,False,True,False
SN2006fi,False,False,True
SDSS-II SN 14498,False,False,True
SN2005kr,False,False,True
SN2006kz,False,False,True
SNLS-04D3hn,False,True,False
SN2006gb,False,False,True
SN2008ax,True,False,True
SDSS-II SN 18779,False,False,True
SDSS-II SN 19754,False,False,True
SDSS-II SN 21853,False,False,True
SN2005A,False,True,False
SDSS-II SN 17814,False,False,True
SDSS-II SN 4682,False,False,True
SN2005bl,True,True,False
SDSS-II SN 15751,False,False,True
SDSS-II SN 6638,False,False,True
SDSS-II SN 14232,False,False,True
SDSS-II SN 3426,False,False,True
SDSS-II SN 18918,False,False,True
SDSS-II SN 4141,False,False,True
SDSS-II SN 3534,False,False,True
SN2006kj,False,False,True
SDSS-II SN 15367,False,False,True
SN2017cjv,False,True,False
SDSS-II SN 7664,False,False,True
SDSS-II SN 16101,False,False,True
SN1987A,True,False,False
SDSS-II SN 20752,False,False,True
SDSS-II SN 2630,False,False,True
SDSS-II SN 12087,False,False,True
SDSS-II SN 14900,False,False,True
SN2006gi,True,False,False
SDSS-II SN 15007,False,False,True
SDSS-II SN 5681,False,False,True
SDSS-II SN 5357,False,False,True
SN2003fg,False,True,False
SN2006kb,False,False,True
SDSS-II SN 1983,False,False,True
SN2011dh,True,False,False
SN1999cc,True,False,False
SN2016bkw,False,True,False
ASASSN-15lg,False,True,False
SDSS-II SN 3006,False,False,True
ASASSN-13ax,True,True,False
SDSS-II SN 21449,False,False,True
PS15bbn,False,True,False
SN2006bh,False,True,False
PS1-11e,False,True,False
SDSS-II SN 21478,False,False,True
SDSS-II SN 12850,False,False,True
SDSS-II SN 18923,False,False,True
SDSS-II SN 19399,False,False,True
SDSS-II SN 21829,False,False,True
SDSS-II SN 18434,False,False,True
SDSS-II SN 13472,False,False,True
SN2005gd,False,False,True
SNLS-06D3cn,False,True,False
SN2007nc,False,False,True
SDSS-II SN 5595,False,False,True
SNLS-05D1cb,False,True,False
SN1999br,True,False,False
SDSS-II SN 18733,False,False,True
SDSS-II SN 9147,False,False,True
SDSS-II SN 20214,False,False,True
SDSS-II SN 19058,False,False,True
SDSS-II SN 3565,False,False,True
SN2002dp,True,False,False
SDSS-II SN 5104,False,False,True
SN2007qw,False,False,True
Gaia17agy,False,True,False
SDSS-II SN 17906,False,False,True
SDSS-II SN 15935,False,False,True
SDSS-II SN 7306,False,False,True
SDSS-II SN 4324,False,False,True
SDSS-II SN 5172,False,False,True
SDSS-II SN 13457,False,False,True
Gaia17bts,False,True,False
SDSS-II SN 19205,False,False,True
SNLS-05D3dd,False,True,False
SN2004gk,True,False,False
SDSS-II SN 4307,False,False,True
SDSS-II SN 7634,False,False,True
SDSS-II SN 20361,False,False,True
SDSS-II SN 13537,False,False,True
SDSS-II SN 21612,False,False,True
SN2017cii,False,True,False
SNLS-05D1by,False,True,False
SN2006qi,False,False,True
SDSS-II SN 13597,False,False,True
SN2016ei,False,True,False
SDSS-II SN 7231,False,False,True
SDSS-II SN 18149,False,False,True
SN2002eb,True,False,False
SN2016cvw,False,True,False
SDSS-II SN 9698,False,False,True
SDSS-II SN 8694,False,False,True
SN2005hs,False,False,True
SDSS-II SN 18425,False,False,True
SN2006mv,False,False,True
SN2006ky,False,False,True
SN2007sd,False,False,True
SDSS-II SN 19201,False,False,True
SDSS-II SN 16359,False,False,True
SN2006pd,False,False,True
SN2006ez,False,False,True
SDSS-II SN 20765,False,False,True
SDSS-II SN 1695,False,False,True
SDSS-II SN 3225,False,False,True
PS15bif,False,True,False
SN2009dp,False,True,False
SDSS-II SN 1980,False,False,True
SDSS-II SN 22086,False,False,True
SDSS-II SN 7803,False,False,True
SDSS-II SN 18099,False,False,True
SDSS-II SN 3090,False,False,True
SDSS-II SN 1832,False,False,True
SDSS-II SN 14043,False,False,True
SDSS-II SN 19375,False,False,True
SDSS-II SN 7515,False,False,True
PS15bzz,False,True,False
SDSS-II SN 15719,False,False,True
SDSS-II SN 20514,False,False,True
SDSS-II SN 14649,False,False,True
SN2007km,False,False,True
SDSS-II SN 20598,False,False,True
SDSS-II SN 21392,False,False,True
SDSS-II SN 8723,False,False,True
SDSS-II SN 2809,False,False,True
SDSS-II SN 20435,False,False,True
SDSS-II SN 19711,False,False,True
SN2005ju,False,False,True
SN2007ax,True,True,False
SN2005mn,False,False,True
SDSS-II SN 15078,False,False,True
SNLS-04D2kr,False,True,False
SDSS-II SN 18628,False,False,True
SDSS-II SN 17721,False,False,True
SDSS-II SN 12924,False,False,True
SDSS-II SN 16715,False,False,True
SDSS-II SN 19629,False,False,True
SDSS-II SN 20314,False,False,True
SN2006jo,False,False,True
SDSS-II SN 1887,False,False,True
SDSS-II SN 14455,False,False,True
SDSS-II SN 2123,False,False,True
SDSS-II SN 17642,False,False,True
SDSS-II SN 8087,False,False,True
SDSS-II SN 12892,False,False,True
SDSS-II SN 9243,False,False,True
SN2002el,True,False,False
SDSS-II SN 1199,False,False,True
SDSS-II SN 20562,False,False,True
SN2005fy,False,False,True
SDSS-II SN 17608,False,False,True
SDSS-II SN 18131,False,False,True
SDSS-II SN 16878,False,False,True
SDSS-II SN 4714,False,False,True
PS1-10agw,False,True,False
SDSS-II SN 21054,False,False,True
SDSS-II SN 3196,False,False,True
SDSS-II SN 11142,False,False,True
SDSS-II SN 19045,False,False,True
SDSS-II SN 18800,False,False,True
SDSS-II SN 8700,False,False,True
SDSS-II SN 21885,False,False,True
PS15bst,False,True,False
SDSS-II SN 15525,False,False,True
SDSS-II SN 7725,False,False,True
SDSS-II SN 19772,False,False,True
SN2005hw,False,False,True
SDSS-II SN 20437,False,False,True
SDSS-II SN 17498,False,False,True
SN2003gn,True,False,False
SN2006tb,False,False,True
SDSS-II SN 19710,False,False,True
SNLS-04D4ec,False,True,False
SN2002es,True,False,False
SDSS-II SN 15570,False,False,True
SDSS-II SN 2280,False,False,True
SDSS-II SN 15763,False,False,True
SDSS-II SN 5552,False,False,True
SDSS-II SN 13483,False,False,True
SDSS-II SN 5943,False,False,True
SDSS-II SN 14403,False,False,True
SN2006hs,False,False,True
SN2005ba,True,False,False
SDSS-II SN 14631,False,False,True
SN2015U,True,False,False
SDSS-II SN 15779,False,False,True
SN2006nz,False,False,True
SN2004ef,True,True,False
SN1995ak,True,False,False
SDSS-II SN 19327,False,False,True
SDSS-II SN 9326,False,False,True
SDSS-II SN 20301,False,False,True
SN2007mx,False,False,True
SN2005iq,False,True,False
SDSS-II SN 15535,False,False,True
SDSS-II SN 14582,False,False,True
SDSS-II SN 11026,False,False,True
SDSS-II SN 2661,False,False,True
SDSS-II SN 16053,False,False,True
SDSS-II SN 15130,False,False,True
SDSS-II SN 19078,False,False,True
SN2007ta,False,False,True
SN2007ox,False,False,True
SN2009kv,False,True,False
SDSS-II SN 16977,False,False,True
SDSS-II SN 2183,False,False,True
SDSS-II SN 15538,False,False,True
SN2007ne,False,False,True
SN2006ew,False,False,True
SNLS-04D1pd,False,True,False
PS15bom,True,False,False
SNLS-03D4cj,False,True,False
SDSS-II SN 1237,False,False,True
SN2011ke,False,True,False
SDSS-II SN 14002,False,False,True
SDSS-II SN 20618,False,False,True
SN2005lh,False,False,True
SDSS-II SN 4605,False,False,True
SN1991U,True,False,False
SDSS-II SN 19286,False,False,True
SDSS-II SN 5072,False,False,True
SDSS-II SN 20415,False,False,True
SDSS-II SN 10054,False,False,True
SDSS-II SN 18102,False,False,True
SDSS-II SN 17226,False,False,True
SDSS-II SN 6712,False,False,True
SDSS-II SN 3480,False,False,True
Gaia15aby,False,True,False
SDSS-II SN 18736,False,False,True
SDSS-II SN 19619,False,False,True
SDSS-II SN 16432,False,False,True
SDSS-II SN 18262,False,False,True
SN2006oh,False,False,True
SN2005jf,False,False,True
SDSS-II SN 16546,False,False,True
SDSS-II SN 18054,False,False,True
SDSS-II SN 1115,False,False,True
SDSS-II SN 13243,False,False,True
SN1990N,True,False,False
SDSS-II SN 3405,False,False,True
SN2016aqb,False,True,False
SDSS-II SN 19778,False,False,True
SDSS-II SN 13529,False,False,True
SN2017mf,False,True,False
SN2007nf,False,False,True
SDSS-II SN 17986,False,False,True
SDSS-II SN 4879,False,False,True
SN2005ld,False,False,True
SDSS-II SN 7501,False,False,True
SDSS-II SN 16201,False,False,True
SDSS-II SN 20690,False,False,True
SNLS-03D4dh,False,True,False
SN2017azk,False,True,False
SDSS-II SN 20397,False,False,True
SDSS-II SN 18272,False,False,True
SNLS-05D3kp,False,True,False
SDSS-II SN 3543,False,False,True
SDSS-II SN 1457,False,False,True
SNLS-04D1hy,False,True,False
SDSS-II SN 7457,False,False,True
SNLS-04D2ac,False,True,False
SN2003hl,True,False,False
SN2005fm,False,False,True
SDSS-II SN 4062,False,False,True
SDSS-II SN 9278,False,False,True
SDSS-II SN 7410,False,False,True
SNLS-05D2dy,False,True,False
Gaia16auq,True,False,False
SDSS-II SN 19679,False,False,True
SDSS-II SN 13117,False,False,True
SN2015M,False,True,False
SDSS-II SN 17922,False,False,True
SDSS-II SN 14036,False,False,True
SDSS-II SN 15039,False,False,True
SN2005eu,True,False,False
SDSS-II SN 7116,False,False,True
SDSS-II SN 6746,False,False,True
SDSS-II SN 19558,False,False,True
SDSS-II SN 12110,False,False,True
SDSS-II SN 14480,False,False,True
SDSS-II SN 4612,False,False,True
SDSS-II SN 2912,False,False,True
SDSS-II SN 15532,False,False,True
SDSS-II SN 19748,False,False,True
SDSS-II SN 18061,False,False,True
SDSS-II SN 15593,False,False,True
SN2008fq,False,False,True
ASASSN-15fa,False,True,False
SDSS-II SN 15726,False,False,True
SDSS-II SN 20691,False,False,True
SDSS-II SN 21317,False,False,True
SDSS-II SN 1796,False,False,True
SDSS-II SN 18277,False,False,True
SDSS-II SN 15710,False,False,True
SN2005hl,False,False,True
SDSS-II SN 17396,False,False,True
SDSS-II SN 7527,False,False,True
SDSS-II SN 1039,False,False,True
SDSS-II SN 13024,False,False,True
SDSS-II SN 1773,False,False,True
SDSS-II SN 5339,False,False,True
SDSS-II SN 7707,False,False,True
SNLS-05D3ht,False,True,False
SDSS-II SN 15347,False,False,True
SDSS-II SN 15784,False,False,True
SDSS-II SN 8004,False,False,True
SN2005db,True,False,False
SN1997E,True,False,False
SDSS-II SN 20968,False,False,True
SDSS-II SN 20090,False,False,True
SN2005fe,False,False,True
SDSS-II SN 14579,False,False,True
SDSS-II SN 14330,False,False,True
SDSS-II SN 21540,False,False,True
SDSS-II SN 21467,False,False,True
SDSS-II SN 17952,False,False,True
SNLS-05D4af,False,True,False
SN1998D,True,False,False
SDSS-II SN 20805,False,False,True
SDSS-II SN 8941,False,False,True
SDSS-II SN 1763,False,False,True
SN2005na,True,True,False
SDSS-II SN 14079,False,False,True
SN2007pp,False,False,True
SN2005fh,False,False,True
SN2016acs,False,True,False
SDSS-II SN 20866,False,False,True
SDSS-II SN 7804,False,False,True
SN1994ae,True,False,False
SDSS-II SN 19011,False,False,True
ASASSN-15la,False,True,False
SDSS-II SN 4763,False,False,True
SN2016ick,False,True,False
SDSS-II SN 19188,False,False,True
SDSS-II SN 14400,False,False,True
SDSS-II SN 19701,False,False,True
SDSS-II SN 14342,False,False,True
SN2007ih,False,False,True
SDSS-II SN 1973,False,False,True
SN2010fe,False,True,False
SNLS-06D3gx,False,True,False
SDSS-II SN 20455,False,False,True
SN1996bl,True,False,False
SDSS-II SN 17854,False,False,True
SDSS-II SN 18642,False,False,True
SDSS-II SN 5443,False,False,True
SDSS-II SN 13107,False,False,True
SDSS-II SN 21666,False,False,True
SDSS-II SN 13955,False,False,True
SN2006gv,False,False,True
LSQ12ca,False,True,False
SDSS-II SN 16121,False,False,True
SDSS-II SN 17395,False,False,True
SN2006au,False,False,True
SDSS-II SN 5142,False,False,True
SDSS-II SN 18748,False,False,True
SN2006fk,False,False,True
SDSS-II SN 14965,False,False,True
SN2016cby,False,True,False
SDSS-II SN 18589,False,False,True
SN2007jw,False,False,True
SDSS-II SN 13902,False,False,True
SDSS-II SN 1985,False,False,True
SN2003gq,True,False,False
SDSS-II SN 19384,False,False,True
SDSS-II SN 14531,False,False,True
SDSS-II SN 13208,False,False,True
SDSS-II SN 17882,False,False,True
SN2007ka,False,False,True
DES17C1ald,False,True,False
SDSS-II SN 20543,False,False,True
SDSS-II SN 20615,False,False,True
SDSS-II SN 21858,False,False,True
SDSS-II SN 6332,False,False,True
SN2007rg,False,False,True
SDSS-II SN 19189,False,False,True
SDSS-II SN 917,False,False,True
SDSS-II SN 13799,False,False,True
SN2008Q,True,False,False
SDSS-II SN 1194,False,False,True
SDSS-II SN 21487,False,False,True
SDSS-II SN 21126,False,False,True
SDSS-II SN 12380,False,False,True
SDSS-II SN 15990,False,False,True
SDSS-II SN 19083,False,False,True
SDSS-II SN 18326,False,False,True
SDSS-II SN 20881,False,False,True
SDSS-II SN 14169,False,False,True
SDSS-II SN 4573,False,False,True
SN2006hw,False,False,True
SNLS-05D2nt,False,True,False
SDSS-II SN 17563,False,False,True
SDSS-II SN 19505,False,False,True
SDSS-II SN 20603,False,False,True
SDSS-II SN 13475,False,False,True
SN2005bp,True,False,False
SDSS-II SN 13699,False,False,True
SN2017yk,False,True,False
SDSS-II SN 21208,False,False,True
SDSS-II SN 21001,False,False,True
SDSS-II SN 15516,False,False,True
SDSS-II SN 20899,False,False,True
SDSS-II SN 1644,False,False,True
SDSS-II SN 13481,False,False,True
SDSS-II SN 18352,False,False,True
SN2003fn,False,True,False
SDSS-II SN 7711,False,False,True
SDSS-II SN 4567,False,False,True
SN2006pn,False,False,True
SN2005lb,False,False,True
SN2007rm,False,False,True
SDSS-II SN 7701,False,False,True
SN2005bj,False,True,False
SN2005js,False,False,True
SDSS-II SN 21603,False,False,True
SDSS-II SN 1381,False,False,True
SNLS-05D3cx,False,True,False
SDSS-II SN 14561,False,False,True
SDSS-II SN 7630,False,False,True
SDSS-II SN 19452,False,False,True
SNLS-04D3ks,False,True,False
SDSS-II SN 21695,False,False,True
SDSS-II SN 9132,False,False,True
SN2000cn,True,False,False
SDSS-II SN 15120,False,False,True
SN2006jf,False,False,True
SDSS-II SN 14187,False,False,True
SN2006hu,False,False,True
SN2010fq,False,True,False
SN2006nv,False,False,True
SDSS-II SN 3184,False,False,True
SN2007mh,False,False,True
SDSS-II SN 19551,False,False,True
SDSS-II SN 14567,False,False,True
SDSS-II SN 12310,False,False,True
SDSS-II SN 18119,False,False,True
SN2005lu,False,True,False
SDSS-II SN 5445,False,False,True
SN2007ly,False,False,True
SDSS-II SN 19191,False,False,True
SDSS-II SN 13404,False,False,True
DES17C1ffz,False,True,False
SDSS-II SN 15902,False,False,True
SDSS-II SN 20525,False,False,True
SNLS-06D2ga,False,True,False
SDSS-II SN 7817,False,False,True
SN2001bt,True,False,False
SDSS-II SN 20486,False,False,True
SDSS-II SN 16044,False,False,True
SDSS-II SN 18935,False,False,True
SDSS-II SN 5690,False,False,True
SDSS-II SN 16019,False,False,True
SDSS-II SN 18052,False,False,True
SDSS-II SN 3805,False,False,True
SDSS-II SN 17843,False,False,True
SN2005gw,False,False,True
SDSS-II SN 3429,False,False,True
SDSS-II SN 18813,False,False,True
SDSS-II SN 17739,False,False,True
SDSS-II SN 4768,False,False,True
SN2006gp,False,False,True
SDSS-II SN 19564,False,False,True
SDSS-II SN 15527,False,False,True
SDSS-II SN 14343,False,False,True
SDSS-II SN 16229,False,False,True
SDSS-II SN 21372,False,False,True
SN2007hj,True,False,False
SDSS-II SN 13705,False,False,True
SDSS-II SN 2139,False,False,True
SN2003B,True,False,False
SDSS-II SN 15928,False,False,True
SDSS-II SN 4978,False,False,True
SN2008ar,True,False,False
SDSS-II SN 7446,False,False,True
SDSS-II SN 18688,False,False,True
SDSS-II SN 19532,False,False,True
SDSS-II SN 1958,False,False,True
SDSS-II SN 16838,False,False,True
SDSS-II SN 14016,False,False,True
SDSS-II SN 22281,False,False,True
SDSS-II SN 6136,False,False,True
SDSS-II SN 1946,False,False,True
SDSS-II SN 6793,False,False,True
SDSS-II SN 14872,False,False,True
SDSS-II SN 15697,False,False,True
SDSS-II SN 16238,False,False,True
SDSS-II SN 21813,False,False,True
SDSS-II SN 8127,False,False,True
SN2005hn,False,False,True
SDSS-II SN 15966,False,False,True
SDSS-II SN 4816,False,False,True
SN2016aud,False,True,False
SDSS-II SN 14015,False,False,True
PS1-10ik,False,True,False
SN2007mv,False,False,True
SN2007tt,False,False,True
SDSS-II SN 8025,False,False,True
SDSS-II SN 3539,False,False,True
SDSS-II SN 19798,False,False,True
SDSS-II SN 16301,False,False,True
SDSS-II SN 18036,False,False,True
SDSS-II SN 18799,False,False,True
SDSS-II SN 15319,False,False,True
SDSS-II SN 20957,False,False,True
SDSS-II SN 21028,False,False,True
SDSS-II SN 2064,False,False,True
SN1997do,True,False,False
SDSS-II SN 2582,False,False,True
SN2006pf,False,False,True
SDSS-II SN 9268,False,False,True
SN2006gu,False,False,True
SDSS-II SN 13079,False,False,True
SDSS-II SN 2060,False,False,True
SDSS-II SN 18747,False,False,True
SN2006lc,False,True,True
SDSS-II SN 18145,False,False,True
SDSS-II SN 15944,False,False,True
SN2016hli,False,True,False
SN2004ey,True,True,False
SN2005ed,False,False,True
SDSS-II SN 13842,False,False,True
SDSS-II SN 17808,False,False,True
SDSS-II SN 6465,False,False,True
SDSS-II SN 21167,False,False,True
SN1990E,True,False,False
PS1-14vk,False,False,True
SDSS-II SN 19064,False,False,True
SN2010mb,False,True,False
SNLS-04D1pc,False,True,False
SDSS-II SN 13389,False,False,True
SDSS-II SN 14588,False,False,True
SDSS-II SN 1342,False,False,True
SDSS-II SN 13646,False,False,True
SDSS-II SN 21494,False,False,True
SDSS-II SN 19412,False,False,True
SDSS-II SN 1158,False,False,True
OGLE-2012-SN-006,True,False,False
LSQ14an,False,True,False
SDSS-II SN 1150,False,False,True
SDSS-II SN 16551,False,False,True
SDSS-II SN 18025,False,False,True
SDSS-II SN 20820,False,False,True
SN2001G,True,False,False
SDSS-II SN 19092,False,False,True
SDSS-II SN 18472,False,False,True
ASASSN-15so,False,True,False
SDSS-II SN 13694,False,False,True
SDSS-II SN 20539,False,False,True
SDSS-II SN 15523,False,False,True
SN1999dk,True,False,False
Gaia16azg,True,False,False
SN2005dm,True,False,False
SDSS-II SN 19499,False,False,True
SN2007Y,False,True,False
SDSS-II SN 17660,False,False,True
SN2016ah,False,True,False
SDSS-II SN 15607,False,False,True
SDSS-II SN 18330,False,False,True
SDSS-II SN 5285,False,False,True
SDSS-II SN 19510,False,False,True
SN1996ai,True,False,False
SDSS-II SN 20331,False,False,True
SDSS-II SN 17129,False,False,True
SN2003Z,True,False,False
SDSS-II SN 13743,False,False,True
SDSS-II SN 8489,False,False,True
SDSS-II SN 17965,False,False,True
SDSS-II SN 18310,False,False,True
SDSS-II SN 13957,False,False,True
SDSS-II SN 4776,False,False,True
SDSS-II SN 1779,False,False,True
SDSS-II SN 14525,False,False,True
SN2006lu,False,True,False
SN2007bg,True,False,False
SDSS-II SN 5872,False,False,True
SDSS-II SN 16583,False,False,True
SDSS-II SN 21648,False,False,True
SDSS-II SN 15879,False,False,True
SDSS-II SN 19690,False,False,True
SDSS-II SN 17330,False,False,True
SNLS-05D4av,False,True,False
SDSS-II SN 7841,False,False,True
SN1999bi,True,False,False
SDSS-II SN 14667,False,False,True
SDSS-II SN 5378,False,False,True
SN2005fs,False,False,True
SN2016hns,False,True,False
SDSS-II SN 13479,False,False,True
SDSS-II SN 18114,False,False,True
SDSS-II SN 14792,False,False,True
SDSS-II SN 18894,False,False,True
SN2005cl,True,False,False
SDSS-II SN 19322,False,False,True
SDSS-II SN 19151,False,False,True
SN2016aqz,False,True,False
SDSS-II SN 18100,False,False,True
SDSS-II SN 8742,False,False,True
SDSS-II SN 4801,False,False,True
SDSS-II SN 20496,False,False,True
SDSS-II SN 13734,False,False,True
SDSS-II SN 18089,False,False,True
SDSS-II SN 18686,False,False,True
SN2005kb,False,False,True
SN2007la,False,False,True
SDSS-II SN 20310,False,False,True
SDSS-II SN 14957,False,False,True
SDSS-II SN 19576,False,False,True
SDSS-II SN 7556,False,False,True
SN2005hx,False,False,True
SDSS-II SN 21888,False,False,True
SDSS-II SN 9380,False,False,True
SN2006cp,True,False,False
SDSS-II SN 15731,False,False,True
SDSS-II SN 20018,False,False,True
SNLS-03D1au,False,True,False
SN2007rc,False,False,True
SDSS-II SN 15226,False,False,True
SDSS-II SN 20694,False,False,True
PTF12bho,False,True,False
SDSS-II SN 15748,False,False,True
SDSS-II SN 13953,False,False,True
SDSS-II SN 14121,False,False,True
SDSS-II SN 9428,False,False,True
SN2006on,False,False,True
SDSS-II SN 18850,False,False,True
SDSS-II SN 3488,False,False,True
SDSS-II SN 20606,False,False,True
SDSS-II SN 21337,False,False,True
SDSS-II SN 20825,False,False,True
SDSS-II SN 18991,False,False,True
SDSS-II SN 17776,False,False,True
SNLS-03D1ax,False,True,False
SDSS-II SN 6117,False,False,True
SDSS-II SN 1465,False,False,True
SDSS-II SN 19170,False,False,True
SDSS-II SN 18193,False,False,True
SN2016eee,False,True,False
SDSS-II SN 8912,False,False,True
SDSS-II SN 20127,False,False,True
SN2007lo,False,False,True
PTF11cml,False,True,False
SDSS-II SN 8254,False,False,True
PS1-11bg,False,True,False
SN2013cs,False,True,False
SN2007ll,False,False,True
SDSS-II SN 18172,False,False,True
SNLS-04D3gt,False,True,False
SDSS-II SN 14037,False,False,True
SN2001cj,True,False,False
SDSS-II SN 15700,False,False,True
SDSS-II SN 14143,False,False,True
SDSS-II SN 14843,False,False,True
SN2016cyr,True,False,False
SDSS-II SN 4523,False,False,True
SDSS-II SN 5776,False,False,True
SDSS-II SN 20434,False,False,True
SDSS-II SN 14952,False,False,True
SN2012P,False,True,False
SN2006pe,False,False,True
SDSS-II SN 13017,False,False,True
SN2002dl,True,False,False
SDSS-II SN 20338,False,False,True
SDSS-II SN 9003,False,False,True
SDSS-II SN 20617,False,False,True
SDSS-II SN 17372,False,False,True
SDSS-II SN 14064,False,False,True
SDSS-II SN 13917,False,False,True
SN2007jh,False,True,True
SDSS-II SN 8089,False,False,True
SDSS-II SN 13859,False,False,True
SDSS-II SN 18955,False,False,True
SDSS-II SN 16036,False,False,True
SNLS-06D4ba,False,True,False
SDSS-II SN 7339,False,False,True
SDSS-II SN 9304,False,False,True
SN2007jq,False,False,True
SDSS-II SN 15929,False,False,True
SDSS-II SN 6912,False,False,True
PS1-13gt,False,True,False
SN2000dm,True,False,False
SDSS-II SN 927,False,False,True
SN2016jem,False,True,False
SDSS-II SN 18166,False,False,True
SDSS-II SN 15569,False,False,True
SDSS-II SN 20923,False,False,True
SDSS-II SN 17982,False,False,True
SDSS-II SN 19976,False,False,True
SDSS-II SN 18839,False,False,True
SN2016W,False,True,False
SDSS-II SN 21526,False,False,True
SDSS-II SN 14988,False,False,True
ASASSN-15il,False,True,False
SDSS-II SN 14145,False,False,True
SDSS-II SN 3232,False,False,True
SN2006pi,False,False,True
SN2006jr,False,False,True
SN2005gr,False,False,True
SDSS-II SN 19215,False,False,True
SDSS-II SN 1478,False,False,True
DES17X1boj,False,True,False
SDSS-II SN 19315,False,False,True
SDSS-II SN 21335,False,False,True
SDSS-II SN 14928,False,False,True
SDSS-II SN 2766,False,False,True
SN2016gsu,False,True,False
SN2003W,True,False,False
SDSS-II SN 18314,False,False,True
SDSS-II SN 17637,False,False,True
SN2004ex,False,True,False
SNLS-05D4ej,False,True,False
SDSS-II SN 7017,False,False,True
SDSS-II SN 15467,False,False,True
ASASSN-14hi,False,True,False
SDSS-II SN 1975,False,False,True
SDSS-II SN 17910,False,False,True
SDSS-II SN 21181,False,False,True
SDSS-II SN 21164,False,False,True
SDSS-II SN 18194,False,False,True
SN2001dp,True,False,False
SDSS-II SN 17312,False,False,True
SN2006fe,False,False,True
SDSS-II SN 14044,False,False,True
SN2006qc,False,False,True
SDSS-II SN 18669,False,False,True
SN2001dl,True,False,False
SN2006ax,False,True,False
SDSS-II SN 21056,False,False,True
SDSS-II SN 18723,False,False,True
SN2008ha,True,False,False
SNLS-05D3dh,False,True,False
SDSS-II SN 20925,False,False,True
SDSS-II SN 21465,False,False,True
SDSS-II SN 2118,False,False,True
SDSS-II SN 14355,False,False,True
SDSS-II SN 2481,False,False,True
SDSS-II SN 20809,False,False,True
SN2005fl,False,False,True
SDSS-II SN 5134,False,False,True
PS1-11xw,False,True,False
SDSS-II SN 6889,False,False,True
SDSS-II SN 9193,False,False,True
SDSS-II SN 17055,False,False,True
SDSS-II SN 20302,False,False,True
SN2007kj,False,True,False
SNLS-06D3et,False,True,False
SDSS-II SN 21584,False,False,True
SDSS-II SN 21060,False,False,True
PTF10aagc,False,True,False
SDSS-II SN 17786,False,False,True
SDSS-II SN 18284,False,False,True
SDSS-II SN 15529,False,False,True
SDSS-II SN 18021,False,False,True
SDSS-II SN 4876,False,False,True
SN2006nf,False,False,True
SDSS-II SN 15564,False,False,True
SN2006pk,False,False,True
SDSS-II SN 17715,False,False,True
SDSS-II SN 18933,False,False,True
SDSS-II SN 15782,False,False,True
SDSS-II SN 19229,False,False,True
SDSS-II SN 2423,False,False,True
SDSS-II SN 10935,False,False,True
SDSS-II SN 20386,False,False,True
SN2002ck,True,False,False
SDSS-II SN 15809,False,False,True
SN2015ar,False,True,False
SDSS-II SN 15035,False,False,True
SDSS-II SN 13269,False,False,True
SDSS-II SN 19173,False,False,True
SN2001en,True,False,False
SDSS-II SN 14080,False,False,True
SDSS-II SN 3922,False,False,True
SN2007qi,False,False,True
SDSS-II SN 20517,False,False,True
SDSS-II SN 4177,False,False,True
SDSS-II SN 13628,False,False,True
SDSS-II SN 21388,False,False,True
SDSS-II SN 1741,False,False,True
SN2007kr,False,False,True
SDSS-II SN 20333,False,False,True
SDSS-II SN 13846,False,False,True
SDSS-II SN 4414,False,False,True
SDSS-II SN 17818,False,False,True
SDSS-II SN 18704,False,False,True
SDSS-II SN 13062,False,False,True
SN2002bj,True,False,False
SN2006je,True,False,False
PSN J23102264+0735202,False,True,False
SDSS-II SN 1214,False,False,True
SN1998es,True,False,False
SDSS-II SN 16235,False,False,True
SDSS-II SN 21161,False,False,True
SDSS-II SN 17925,False,False,True
SDSS-II SN 13849,False,False,True
SDSS-II SN 6683,False,False,True
SDSS-II SN 11094,False,False,True
SDSS-II SN 5297,False,False,True
SN1993J,True,False,False
SN2007kl,False,False,True
SDSS-II SN 13858,False,False,True
SNLS-05D2bw,False,True,False
SDSS-II SN 1961,False,False,True
SDSS-II SN 2115,False,False,True
SDSS-II SN 14405,False,False,True
SDSS-II SN 17757,False,False,True
SDSS-II SN 14903,False,False,True
SN2013bu,False,True,False
SN2009kk,True,False,False
SN2005ij,False,False,True
SDSS-II SN 18037,False,False,True
