name,BRI,gri,g'r'i'
SDSS-II SN 1173,False,False,True
PS1-10bjn,False,True,False
SN2009kz,False,True,False
SDSS-II SN 14295,False,False,True
SDSS-II SN 16433,False,False,True
SN2005hu,False,False,True
SDSS-II SN 17957,False,False,True
SN2007ow,False,False,True
SDSS-II SN 3195,False,False,True
SDSS-II SN 21543,False,False,True
SN2016cyt,False,True,False
SDSS-II SN 14983,False,False,True
SDSS-II SN 5877,False,False,True
SN2011kg,False,True,False
SDSS-II SN 18778,False,False,True
SDSS-II SN 18038,False,False,True
Gaia16agv,True,False,False
SDSS-II SN 18475,False,False,True
SDSS-II SN 18221,False,False,True
SNLS-05D2dw,False,True,False
SDSS-II SN 14224,False,False,True
SN2005fu,False,False,True
SDSS-II SN 15656,False,False,True
PS1-13or,False,True,False
SDSS-II SN 19165,False,False,True
SDSS-II SN 18443,False,False,True
SDSS-II SN 4676,False,False,True
SDSS-II SN 15680,False,False,True
SDSS-II SN 20128,False,False,True
SDSS-II SN 19115,False,False,True
SDSS-II SN 19339,False,False,True
SDSS-II SN 19694,False,False,True
SDSS-II SN 13390,False,False,True
SNLS-03D4dy,False,True,False
SDSS-II SN 16030,False,False,True
SDSS-II SN 16966,False,False,True
SN2006ji,False,False,True
SN2008ec,True,False,False
SDSS-II SN 8065,False,False,True
SDSS-II SN 15417,False,False,True
SDSS-II SN 3246,False,False,True
SDSS-II SN 19708,False,False,True
SDSS-II SN 16884,False,False,True
SDSS-II SN 2427,False,False,True
SDSS-II SN 15947,False,False,True
SDSS-II SN 18770,False,False,True
SDSS-II SN 15942,False,False,True
SDSS-II SN 18182,False,False,True
SDSS-II SN 14338,False,False,True
SDSS-II SN 18915,False,False,True
SN2005jv,False,False,True
SDSS-II SN 14559,False,False,True
SN2010kd,True,False,False
SN2007mz,False,False,True
SDSS-II SN 21777,False,False,True
SN2001bp,True,False,False
SNLS-05D4ef,False,True,False
SDSS-II SN 9052,False,False,True
SN2007ky,False,False,True
SN2010fb,False,True,False
SDSS-II SN 18676,False,False,True
SDSS-II SN 20627,False,False,True
SN2006kr,False,False,True
SDSS-II SN 8570,False,False,True
SDSS-II SN 20449,False,False,True
SDSS-II SN 10066,False,False,True
SDSS-II SN 7304,False,False,True
SDSS-II SN 9334,False,False,True
SDSS-II SN 17687,False,False,True
SN2005mc,False,True,False
SDSS-II SN 17717,False,False,True
SDSS-II SN 15212,False,False,True
SDSS-II SN 19361,False,False,True
SDSS-II SN 18153,False,False,True
SDSS-II SN 15744,False,False,True
SDSS-II SN 17793,False,False,True
SDSS-II SN 14577,False,False,True
LSQ12agq,False,True,False
SDSS-II SN 21371,False,False,True
SDSS-II SN 15628,False,False,True
SDSS-II SN 21580,False,False,True
SDSS-II SN 15112,False,False,True
SDSS-II SN 15580,False,False,True
SDSS-II SN 19784,False,False,True
Gaia14adq,False,True,False
SDSS-II SN 17198,False,False,True
SN2005bg,False,True,False
SN2006nb,False,False,True
SDSS-II SN 15412,False,False,True
SN2006jy,False,False,True
SN2006kx,False,False,True
SDSS-II SN 18920,False,False,True
SN2016E,False,True,False
SN2009bb,True,True,False
SDSS-II SN 4640,False,False,True
SDSS-II SN 14482,False,False,True
SDSS-II SN 17835,False,False,True
SDSS-II SN 5809,False,False,True
SN2007qq,False,False,True
SDSS-II SN 1823,False,False,True
SDSS-II SN 19208,False,False,True
SN2007id,False,False,True
SN2005gt,False,False,True
SDSS-II SN 18647,False,False,True
SDSS-II SN 13803,False,False,True
SDSS-II SN 11334,False,False,True
SN2005in,False,False,True
SDSS-II SN 19598,False,False,True
SDSS-II SN 14522,False,False,True
SDSS-II SN 19308,False,False,True
SN2006gd,False,False,True
SDSS-II SN 17958,False,False,True
SDSS-II SN 19050,False,False,True
SDSS-II SN 8092,False,False,True
SNLS-04D3kr,False,True,False
SN2009ib,True,False,True
SDSS-II SN 16302,False,False,True
SDSS-II SN 1164,False,False,True
SDSS-II SN 5401,False,False,True
SDSS-II SN 13772,False,False,True
SN2004gv,False,True,False
SN2005hj,False,True,True
SDSS-II SN 18978,False,False,True
SDSS-II SN 7548,False,False,True
SDSS-II SN 10037,False,False,True
SDSS-II SN 4662,False,False,True
SDSS-II SN 7123,False,False,True
SDSS-II SN 4375,False,False,True
SDSS-II SN 1154,False,False,True
SN2007js,False,False,True
SDSS-II SN 5147,False,False,True
SDSS-II SN 18266,False,False,True
SN2006mz,False,False,True
SDSS-II SN 2532,False,False,True
SDSS-II SN 14528,False,False,True
SDSS-II SN 20645,False,False,True
SDSS-II SN 7647,False,False,True
SN1997cn,True,False,False
CSS121015:004244+132827,True,False,False
SDSS-II SN 18884,False,False,True
SDSS-II SN 19592,False,False,True
SDSS-II SN 14624,False,False,True
SN2004ff,False,True,False
SDSS-II SN 6873,False,False,True
SDSS-II SN 17370,False,False,True
SDSS-II SN 21589,False,False,True
SN2006ge,False,False,True
SDSS-II SN 13323,False,False,True
SN2006fd,False,False,True
SN2016dxe,False,True,False
SN2007sr,True,False,False
SDSS-II SN 7373,False,False,True
PS1-10p,False,True,False
SDSS-II SN 20368,False,False,True
SDSS-II SN 19692,False,False,True
SDSS-II SN 14389,False,False,True
SDSS-II SN 8290,False,False,True
SDSS-II SN 16722,False,False,True
SDSS-II SN 9640,False,False,True
SDSS-II SN 4606,False,False,True
SNLS-05D3lb,False,True,False
LSQ13ry,False,True,False
SDSS-II SN 6641,False,False,True
SN2007bc,True,True,False
SDSS-II SN 9895,False,False,True
SNLS-04D3bf,False,True,False
SN2007os,False,False,True
SDSS-II SN 5993,False,False,True
SDSS-II SN 20524,False,False,True
SDSS-II SN 20607,False,False,True
SDSS-II SN 19552,False,False,True
SDSS-II SN 18948,False,False,True
SDSS-II SN 21862,False,False,True
SN2000eo,True,False,False
SDSS-II SN 19176,False,False,True
SDSS-II SN 13589,False,False,True
SDSS-II SN 12882,False,False,True
ASASSN-15np,False,True,False
SDSS-II SN 1168,False,False,True
SDSS-II SN 14740,False,False,True
SDSS-II SN 17990,False,False,True
SDSS-II SN 14937,False,False,True
SDSS-II SN 6433,False,False,True
SDSS-II SN 3112,False,False,True
SN2007hz,False,False,True
SDSS-II SN 20033,False,False,True
SDSS-II SN 20745,False,False,True
SDSS-II SN 13971,False,False,True
SDSS-II SN 21768,False,False,True
SN2006hl,False,False,True
SDSS-II SN 18165,False,False,True
SDSS-II SN 15089,False,False,True
SDSS-II SN 20401,False,False,True
SN1999gh,True,False,False
SN2007sg,False,False,True
SDSS-II SN 15808,False,False,True
SDSS-II SN 14625,False,False,True
SDSS-II SN 6496,False,False,True
SDSS-II SN 16603,False,False,True
SDSS-II SN 18760,False,False,True
SN2006fs,False,False,True
SDSS-II SN 5468,False,False,True
SDSS-II SN 20842,False,False,True
SN1999ao,True,False,False
SDSS-II SN 4313,False,False,True
SN2016eoa,False,True,False
SDSS-II SN 18009,False,False,True
SDSS-II SN 4355,False,False,True
SNLS-06D2cc,False,True,False
SN2006hv,False,False,True
SDSS-II SN 1395,False,False,True
SDSS-II SN 17076,False,False,True
SDSS-II SN 20553,False,False,True
SN2007qh,False,False,True
SDSS-II SN 18585,False,False,True
SN2007jy,False,False,True
SN1978K,True,False,False
SNLS-04D2ja,False,True,False
SDSS-II SN 13766,False,False,True
SDSS-II SN 18952,False,False,True
SN1999bn,True,False,False
SDSS-II SN 5019,False,False,True
SDSS-II SN 1631,False,False,True
SDSS-II SN 14929,False,False,True
SDSS-II SN 15067,False,False,True
SN2007A,False,True,False
SDSS-II SN 13784,False,False,True
SDSS-II SN 17756,False,False,True
SN2003gs,True,False,False
SN2005bf,False,True,False
SDSS-II SN 5241,False,False,True
SDSS-II SN 13191,False,False,True
SDSS-II SN 19987,False,False,True
SDSS-II SN 17616,False,False,True
SDSS-II SN 3532,False,False,True
SDSS-II SN 20183,False,False,True
SN2006nm,False,False,True
SDSS-II SN 789,False,False,True
SDSS-II SN 19348,False,False,True
SDSS-II SN 18270,False,False,True
SDSS-II SN 13825,False,False,True
SDSS-II SN 18315,False,False,True
SDSS-II SN 19686,False,False,True
SDSS-II SN 17099,False,False,True
SN2016ayg,False,True,False
SN2007sb,False,False,True
SDSS-II SN 5931,False,False,True
SDSS-II SN 8269,False,False,True
SDSS-II SN 4690,False,False,True
SDSS-II SN 19697,False,False,True
SDSS-II SN 20859,False,False,True
SDSS-II SN 20976,False,False,True
PS17tn,False,True,False
SN2005fb,False,False,True
SDSS-II SN 21875,False,False,True
DES17C1cpv,False,True,False
SDSS-II SN 14220,False,False,True
Gaia16aka,True,False,False
SDSS-II SN 1940,False,False,True
PTF13dcc,False,True,False
SDSS-II SN 20480,False,False,True
SDSS-II SN 17831,False,False,True
SDSS-II SN 17031,False,False,True
SDSS-II SN 18802,False,False,True
SN2006bt,True,True,False
SDSS-II SN 9102,False,False,True
SDSS-II SN 17539,False,False,True
SDSS-II SN 6520,False,False,True
SDSS-II SN 11319,False,False,True
SDSS-II SN 19352,False,False,True
SDSS-II SN 9353,False,False,True
SDSS-II SN 4706,False,False,True
SN2005fq,False,False,True
PTF13ehe,False,True,False
SN2007ps,False,False,True
SDSS-II SN 16579,False,False,True
SDSS-II SN 18390,False,False,True
SDSS-II SN 9156,False,False,True
SDSS-II SN 18360,False,False,True
SDSS-II SN 14568,False,False,True
SDSS-II SN 14905,False,False,True
SDSS-II SN 3063,False,False,True
SDSS-II SN 20853,False,False,True
SNLS-04D4bq,False,True,False
SNLS-06D3bz,False,True,False
SDSS-II SN 15496,False,False,True
SDSS-II SN 16991,False,False,True
SN2007ji,False,False,True
SDSS-II SN 4311,False,False,True
SDSS-II SN 15531,False,False,True
SDSS-II SN 4363,False,False,True
SN2005mk,False,False,True
SDSS-II SN 14858,False,False,True
SN2007oy,False,False,True
SDSS-II SN 13339,False,False,True
SN2017nk,False,True,False
SN2006ls,False,False,True
SN2006kl,False,False,True
SN2007ja,False,False,True
Gaia14acp,False,True,False
SN2007px,False,False,True
SDSS-II SN 17191,False,False,True
SDSS-II SN 17663,False,False,True
SDSS-II SN 13896,False,False,True
SDSS-II SN 18825,False,False,True
SDSS-II SN 4733,False,False,True
SDSS-II SN 779,False,False,True
SDSS-II SN 5311,False,False,True
SDSS-II SN 5858,False,False,True
SDSS-II SN 15116,False,False,True
SDSS-II SN 11181,False,False,True
SDSS-II SN 3172,False,False,True
SDSS-II SN 14228,False,False,True
SN2007ca,True,True,False
SDSS-II SN 20643,False,False,True
SN2007hx,False,True,True
SN2006lq,False,False,True
SDSS-II SN 9270,False,False,True
SDSS-II SN 5270,False,False,True
ASASSN-15nr,False,True,False
SNLS-05D4dw,False,True,False
SDSS-II SN 5502,False,False,True
SDSS-II SN 15727,False,False,True
SN2007lt,False,False,True
SDSS-II SN 14620,False,False,True
SDSS-II SN 21890,False,False,True
SDSS-II SN 20412,False,False,True
SDSS-II SN 13492,False,False,True
SDSS-II SN 18620,False,False,True
SDSS-II SN 20218,False,False,True
PS15mt,False,True,False
SDSS-II SN 3535,False,False,True
SDSS-II SN 3970,False,False,True
SDSS-II SN 5021,False,False,True
SDSS-II SN 14847,False,False,True
SDSS-II SN 11316,False,False,True
SN2009md,True,False,False
SDSS-II SN 20874,False,False,True
SNLS-05D3ax,False,True,False
SDSS-II SN 18468,False,False,True
SDSS-II SN 14671,False,False,True
SDSS-II SN 14304,False,False,True
SDSS-II SN 19545,False,False,True
SDSS-II SN 13533,False,False,True
SDSS-II SN 20604,False,False,True
SDSS-II SN 20704,False,False,True
SDSS-II SN 2042,False,False,True
SDSS-II SN 1848,False,False,True
SDSS-II SN 14155,False,False,True
SN2007na,False,False,True
SDSS-II SN 13785,False,False,True
SN2016eqb,False,True,False
SDSS-II SN 16547,False,False,True
SNLS-04D4im,False,True,False
SN2006ka,False,False,True
SDSS-II SN 20840,False,False,True
SDSS-II SN 20964,False,False,True
SDSS-II SN 6966,False,False,True
SDSS-II SN 2577,False,False,True
SDSS-II SN 13309,False,False,True
SDSS-II SN 21162,False,False,True
SDSS-II SN 20548,False,False,True
SN2005iu,False,False,True
SDSS-II SN 7680,False,False,True
SDSS-II SN 14523,False,False,True
SDSS-II SN 17975,False,False,True
SDSS-II SN 20336,False,False,True
SDSS-II SN 15913,False,False,True
PS1-1000005,False,True,False
SDSS-II SN 20450,False,False,True
SN2008R,False,True,False
SDSS-II SN 6687,False,False,True
ASASSN-15uu,False,True,False
SDSS-II SN 17579,False,False,True
SN1992bo,True,False,False
SDSS-II SN 3361,False,False,True
SDSS-II SN 13496,False,False,True
SDSS-II SN 6085,False,False,True
SDSS-II SN 4930,False,False,True
SDSS-II SN 12974,False,False,True
SDSS-II SN 16759,False,False,True
SDSS-II SN 12199,False,False,True
SDSS-II SN 14361,False,False,True
SDSS-II SN 16441,False,False,True
SDSS-II SN 19081,False,False,True
SDSS-II SN 18447,False,False,True
SN2016gkg,False,True,False
SDSS-II SN 20360,False,False,True
SDSS-II SN 10563,False,False,True
SDSS-II SN 14205,False,False,True
SN2005jk,False,False,True
SDSS-II SN 21152,False,False,True
SDSS-II SN 16627,False,False,True
SDSS-II SN 14442,False,False,True
SN2007py,False,False,True
SDSS-II SN 8808,False,False,True
SDSS-II SN 16458,False,False,True
SDSS-II SN 20288,False,False,True
SDSS-II SN 5486,False,False,True
SDSS-II SN 8421,False,False,True
SDSS-II SN 13770,False,False,True
SDSS-II SN 4737,False,False,True
SDSS-II SN 13900,False,False,True
SDSS-II SN 1821,False,False,True
SDSS-II SN 4639,False,False,True
SDSS-II SN 19335,False,False,True
SDSS-II SN 20356,False,False,True
SDSS-II SN 13999,False,False,True
SDSS-II SN 5338,False,False,True
SNLS-05D4dy,False,True,False
SN2007fr,True,False,True
SDSS-II SN 20583,False,False,True
SN1996bk,True,False,False
SDSS-II SN 7836,False,False,True
SN2001ay,True,False,False
SDSS-II SN 15103,False,False,True
ASASSN-15uv,False,True,False
SDSS-II SN 4963,False,False,True
SDSS-II SN 21596,False,False,True
SN2009bw,True,False,False
SDSS-II SN 14658,False,False,True
SN2007qo,False,False,True
SN2004gs,True,True,False
SDSS-II SN 18789,False,False,True
SDSS-II SN 21389,False,False,True
SDSS-II SN 18010,False,False,True
SNLS-04D1aj,False,True,False
SN2016bln,False,True,False
SN1997dg,True,False,False
SN2005jr,False,False,True
SDSS-II SN 13188,False,False,True
SNLS-05D1hk,False,True,False
SDSS-II SN 13633,False,False,True
SN2017hn,False,True,False
SDSS-II SN 7985,False,False,True
SDSS-II SN 13314,False,False,True
SDSS-II SN 14738,False,False,True
SDSS-II SN 20580,False,False,True
SDSS-II SN 21568,False,False,True
SDSS-II SN 18137,False,False,True
SDSS-II SN 12964,False,False,True
SDSS-II SN 14745,False,False,True
SNLS-05D2fq,False,True,False
SDSS-II SN 21651,False,False,True
SDSS-II SN 14216,False,False,True
SNLS-04D4an,False,True,False
SDSS-II SN 12936,False,False,True
SDSS-II SN 20785,False,False,True
SDSS-II SN 4540,False,False,True
SDSS-II SN 17625,False,False,True
SN2005hz,False,False,True
SDSS-II SN 16001,False,False,True
SDSS-II SN 12942,False,False,True
SN2006hc,False,False,True
SDSS-II SN 21385,False,False,True
SDSS-II SN 13839,False,False,True
SN2006tc,False,False,True
SDSS-II SN 850,False,False,True
SNLS-04D2fp,False,True,False
SDSS-II SN 19048,False,False,True
SDSS-II SN 14555,False,False,True
PS1-1000003,False,True,False
SDSS-II SN 14499,False,False,True
PS1-10w,False,True,False
SN2016gsn,False,True,False
MLS150612:112519+081418,True,False,False
SDSS-II SN 12837,False,False,True
SDSS-II SN 21384,False,False,True
SDSS-II SN 19733,False,False,True
SDSS-II SN 19788,False,False,True
SDSS-II SN 11500,False,False,True
SDSS-II SN 17828,False,False,True
SN2016esh,False,True,False
SN2006bd,False,True,False
SDSS-II SN 21332,False,False,True
SN1999ef,True,False,False
SDSS-II SN 3514,False,False,True
SDSS-II SN 15948,False,False,True
SNLS-06D2ck,False,True,False
SN1980N,True,False,False
SDSS-II SN 16454,False,False,True
SNLS-07D2bv,False,True,False
SDSS-II SN 13994,False,False,True
SN2017wb,False,True,False
SDSS-II SN 2093,False,False,True
SDSS-II SN 19515,False,False,True
SDSS-II SN 21447,False,False,True
SDSS-II SN 15428,False,False,True
SDSS-II SN 18256,False,False,True
SN2016aqp,False,True,False
PS1-11uw,False,True,False
SDSS-II SN 7291,False,False,True
SDSS-II SN 5888,False,False,True
SDSS-II SN 2545,False,False,True
SDSS-II SN 14945,False,False,True
PSN J20435314+1230304,False,True,False
SN2005ir,False,True,True
SDSS-II SN 5461,False,False,True
SDSS-II SN 20355,False,False,True
SDSS-II SN 15264,False,False,True
SDSS-II SN 10668,False,False,True
SNLS-05D1dn,False,True,False
SN2007lx,False,False,True
SDSS-II SN 15822,False,False,True
SDSS-II SN 18063,False,False,True
SDSS-II SN 18969,False,False,True
SN2007of,False,False,True
SDSS-II SN 18307,False,False,True
SDSS-II SN 1592,False,False,True
SN2006po,False,False,True
SDSS-II SN 20152,False,False,True
SDSS-II SN 21080,False,False,True
SN2007ot,False,False,True
SDSS-II SN 9633,False,False,True
SDSS-II SN 15413,False,False,True
SNLS-06D4ce,False,True,False
SDSS-II SN 11723,False,False,True
SDSS-II SN 6197,False,False,True
SNLS-04D4hf,False,True,False
SN2007mp,False,False,True
SDSS-II SN 18046,False,False,True
SDSS-II SN 19548,False,False,True
SDSS-II SN 10507,False,False,True
PS1-11t,False,True,False
SN2007mj,False,False,True
SDSS-II SN 15231,False,False,True
SDSS-II SN 21044,False,False,True
SDSS-II SN 20217,False,False,True
SDSS-II SN 4231,False,False,True
SDSS-II SN 17997,False,False,True
SDSS-II SN 17615,False,False,True
SDSS-II SN 20811,False,False,True
SDSS-II SN 13689,False,False,True
SDSS-II SN 3161,False,False,True
SDSS-II SN 15286,False,False,True
SDSS-II SN 4649,False,False,True
SDSS-II SN 1403,False,False,True
SN2001ej,True,False,False
SN2007jk,False,False,True
SDSS-II SN 18363,False,False,True
SDSS-II SN 18342,False,False,True
SDSS-II SN 13334,False,False,True
SDSS-II SN 16916,False,False,True
SDSS-II SN 17584,False,False,True
SDSS-II SN 14333,False,False,True
SN2008hh,False,True,False
SDSS-II SN 17586,False,False,True
SNLS-05D1ej,False,True,False
SDSS-II SN 16554,False,False,True
SDSS-II SN 18340,False,False,True
SDSS-II SN 20857,False,False,True
SDSS-II SN 20578,False,False,True
SDSS-II SN 19180,False,False,True
SNLS-05D3jh,False,True,False
SDSS-II SN 17959,False,False,True
SDSS-II SN 18389,False,False,True
SN2005ii,False,False,True
SDSS-II SN 14313,False,False,True
SDSS-II SN 14109,False,False,True
SDSS-II SN 5315,False,False,True
SDSS-II SN 15817,False,False,True
SN2017po,False,True,False
SN2007nr,False,False,True
SNLS-05D4cw,False,True,False
SDSS-II SN 16293,False,False,True
SDSS-II SN 18953,False,False,True
SDSS-II SN 4154,False,False,True
SDSS-II SN 20622,False,False,True
SN2009Z,False,True,False
SN2007lh,False,False,True
SDSS-II SN 15633,False,False,True
PTF12dam,False,True,False
SDSS-II SN 7416,False,False,True
SDSS-II SN 4122,False,False,True
SDSS-II SN 19140,False,False,True
SDSS-II SN 8058,False,False,True
SN2008S,True,False,False
SNLS-04D4ic,False,True,False
PS15tb,False,True,False
SDSS-II SN 15093,False,False,True
SDSS-II SN 18067,False,False,True
SDSS-II SN 14693,False,False,True
SN2006dm,True,False,False
SDSS-II SN 19580,False,False,True
SNLS-05D2mp,False,True,False
SDSS-II SN 21689,False,False,True
SDSS-II SN 16457,False,False,True
SDSS-II SN 1979,False,False,True
SDSS-II SN 13231,False,False,True
SDSS-II SN 15638,False,False,True
SNLS-04D3fk,False,True,False
SDSS-II SN 18772,False,False,True
SN2007au,True,False,False
SN2003cq,True,False,False
Gaia15aas,False,True,False
SDSS-II SN 15785,False,False,True
SDSS-II SN 21485,False,False,True
SDSS-II SN 15505,False,False,True
SDSS-II SN 20512,False,False,True
SDSS-II SN 15522,False,False,True
SDSS-II SN 6314,False,False,True
SN2007ov,False,False,True
SNLS-04D3fq,False,True,False
SN1999eg,True,False,False
SDSS-II SN 16451,False,False,True
SDSS-II SN 21168,False,False,True
SN2008fp,False,True,False
SDSS-II SN 17324,False,False,True
SN2005fj,False,False,True
SNLS-06D2cd,False,True,False
SDSS-II SN 20767,False,False,True
PS1-10ayb,False,True,False
SDSS-II SN 7721,False,False,True
SN2016cxb,False,True,False
SDSS-II SN 6974,False,False,True
SDSS-II SN 999,False,False,True
SN2016ixf,False,True,False
SDSS-II SN 15725,False,False,True
SDSS-II SN 20837,False,False,True
SDSS-II SN 18220,False,False,True
iPTF13dge,False,True,False
SN2003ho,True,False,False
SDSS-II SN 11564,False,False,True
PS1-10cbu,False,True,False
SDSS-II SN 19132,False,False,True
SDSS-II SN 5696,False,False,True
SDSS-II SN 6833,False,False,True
SDSS-II SN 3284,False,False,True
SDSS-II SN 16757,False,False,True
SN2011bm,True,False,True
SDSS-II SN 19227,False,False,True
SDSS-II SN 20828,False,False,True
SDSS-II SN 19349,False,False,True
SDSS-II SN 20590,False,False,True
SDSS-II SN 8323,False,False,True
SDSS-II SN 18761,False,False,True
SDSS-II SN 18311,False,False,True
SDSS-II SN 14475,False,False,True
SN2006kd,False,False,True
SN2007pj,False,False,True
SDSS-II SN 21553,False,False,True
SN2005le,False,False,True
SDSS-II SN 14848,False,False,True
SDSS-II SN 1740,False,False,True
SDSS-II SN 20810,False,False,True
PS1-10ky,False,True,False
SDSS-II SN 16153,False,False,True
SN2006jm,False,False,True
SDSS-II SN 18701,False,False,True
SN2007ra,False,False,True
SN2007ba,False,True,False
SDSS-II SN 21574,False,False,True
SDSS-II SN 4450,False,False,True
SDSS-II SN 7713,False,False,True
SNLS-05D4gw,False,True,False
SDSS-II SN 5748,False,False,True
SDSS-II SN 2325,False,False,True
SDSS-II SN 19620,False,False,True
SDSS-II SN 3385,False,False,True
SDSS-II SN 20861,False,False,True
SN2006os,False,True,False
SDSS-II SN 20185,False,False,True
SDSS-II SN 7822,False,False,True
SDSS-II SN 5536,False,False,True
SDSS-II SN 13649,False,False,True
SDSS-II SN 3341,False,False,True
SDSS-II SN 4652,False,False,True
SDSS-II SN 14859,False,False,True
SDSS-II SN 14317,False,False,True
SDSS-II SN 13933,False,False,True
SDSS-II SN 13795,False,False,True
SDSS-II SN 765,False,False,True
SDSS-II SN 15685,False,False,True
SN2006lp,False,False,True
SDSS-II SN 2450,False,False,True
SDSS-II SN 19507,False,False,True
SDSS-II SN 20394,False,False,True
SDSS-II SN 14149,False,False,True
SN2007rk,False,False,True
SDSS-II SN 18167,False,False,True
SDSS-II SN 10106,False,False,True
SN2007sk,False,False,True
SDSS-II SN 14028,False,False,True
SDSS-II SN 13280,False,False,True
SDSS-II SN 7251,False,False,True
SDSS-II SN 14170,False,False,True
SDSS-II SN 11311,False,False,True
SDSS-II SN 15971,False,False,True
SN2003hu,True,False,False
SDSS-II SN 6333,False,False,True
SDSS-II SN 19520,False,False,True
SN2006oi,False,False,True
SDSS-II SN 7167,False,False,True
SN2006gj,False,True,False
SDSS-II SN 18838,False,False,True
SN2004S,True,False,False
SDSS-II SN 8378,False,False,True
SDSS-II SN 932,False,False,True
SN2005ag,False,True,False
SDSS-II SN 17585,False,False,True
SDSS-II SN 5789,False,False,True
SNLS-06D3dl,False,True,False
SN2007oh,False,False,True
SDSS-II SN 16739,False,False,True
SN2006en,True,False,False
SN2005eq,True,True,False
SDSS-II SN 17696,False,False,True
SDSS-II SN 14742,False,False,True
SN2007nq,False,True,False
SDSS-II SN 16484,False,False,True
SDSS-II SN 10523,False,False,True
SN2005df,True,False,False
SN2007C,False,True,False
SDSS-II SN 20773,False,False,True
PS1-11w,False,True,False
SDSS-II SN 3572,False,False,True
SDSS-II SN 19573,False,False,True
SDSS-II SN 19042,False,False,True
SDSS-II SN 7119,False,False,True
SDSS-II SN 18907,False,False,True
SDSS-II SN 14305,False,False,True
SDSS-II SN 1385,False,False,True
SDSS-II SN 20232,False,False,True
PTF12hni,False,True,False
SDSS-II SN 6274,False,False,True
SN2006X,True,True,False
SDSS-II SN 14750,False,False,True
SDSS-II SN 14532,False,False,True
SDSS-II SN 14889,False,False,True
SDSS-II SN 7654,False,False,True
SN2007sj,False,False,True
SDSS-II SN 4425,False,False,True
SN2006ey,False,False,True
SDSS-II SN 1409,False,False,True
SDSS-II SN 14177,False,False,True
SDSS-II SN 20678,False,False,True
SDSS-II SN 14851,False,False,True
SDSS-II SN 18134,False,False,True
SDSS-II SN 3370,False,False,True
SN2007rj,False,False,True
SDSS-II SN 18619,False,False,True
SDSS-II SN 4704,False,False,True
SDSS-II SN 13588,False,False,True
SN2016fbk,False,True,False
SN2005fo,False,False,True
SN2006qh,False,False,True
SDSS-II SN 8100,False,False,True
SDSS-II SN 4482,False,False,True
PS1-10ia,False,True,False
PS1-11aea,False,True,False
SDSS-II SN 16462,False,False,True
SN2006ne,False,False,True
SDSS-II SN 19079,False,False,True
SDSS-II SN 14074,False,False,True
SNLS-04D2gb,False,True,False
SDSS-II SN 919,False,False,True
SDSS-II SN 9203,False,False,True
SDSS-II SN 6956,False,False,True
SDSS-II SN 15866,False,False,True
SDSS-II SN 19346,False,False,True
SDSS-II SN 13554,False,False,True
SDSS-II SN 13435,False,False,True
SDSS-II SN 19518,False,False,True
SNLS-05D1kl,False,True,False
SN2007jf,False,False,True
SN2006em,True,False,False
SDSS-II SN 7550,False,False,True
SDSS-II SN 15455,False,False,True
SDSS-II SN 18394,False,False,True
SN2001br,True,False,False
SDSS-II SN 9804,False,False,True
SDSS-II SN 18392,False,False,True
SDSS-II SN 6168,False,False,True
SDSS-II SN 5178,False,False,True
SDSS-II SN 13515,False,False,True
SN2007rd,False,False,True
SDSS-II SN 11927,False,False,True
SDSS-II SN 18179,False,False,True
LSQ14bdq,False,True,False
SDSS-II SN 17493,False,False,True
SDSS-II SN 6438,False,False,True
SDSS-II SN 4455,False,False,True
SDSS-II SN 16393,False,False,True
SDSS-II SN 15991,False,False,True
SDSS-II SN 17686,False,False,True
SDSS-II SN 19467,False,False,True
SDSS-II SN 2855,False,False,True
SDSS-II SN 2143,False,False,True
SN2006oa,False,False,True
SDSS-II SN 19986,False,False,True
SDSS-II SN 15596,False,False,True
SN2004dt,True,True,False
SN2006ir,False,True,False
SN2007pe,False,False,True
SDSS-II SN 13158,False,False,True
SDSS-II SN 4028,False,False,True
SDSS-II SN 16104,False,False,True
SNLS-05D2eb,False,True,False
SDSS-II SN 20848,False,False,True
SDSS-II SN 15010,False,False,True
SDSS-II SN 4509,False,False,True
SNLS-06D2fb,False,True,False
SDSS-II SN 1394,False,False,True
SDSS-II SN 4397,False,False,True
SN2006oo,False,False,True
SDSS-II SN 19134,False,False,True
SDSS-II SN 16236,False,False,True
SDSS-II SN 20994,False,False,True
SDSS-II SN 4854,False,False,True
SN2007nl,False,False,True
SDSS-II SN 6533,False,False,True
SN2011jq,False,True,False
SDSS-II SN 801,False,False,True
SDSS-II SN 1364,False,False,True
SDSS-II SN 13629,False,False,True
SDSS-II SN 14368,False,False,True
SDSS-II SN 12115,False,False,True
SDSS-II SN 19645,False,False,True
SN2007bd,False,True,False
SDSS-II SN 17714,False,False,True
SDSS-II SN 19436,False,False,True
SDSS-II SN 16913,False,False,True
SN2016H,False,True,False
SDSS-II SN 14500,False,False,True
SDSS-II SN 15813,False,False,True
SDSS-II SN 19751,False,False,True
SN2005iv,False,False,True
SDSS-II SN 16172,False,False,True
Gaia16aer,False,True,False
PS1-11ap,False,True,False
SN2007N,False,True,False
SNLS-05D3lc,False,True,False
SN2007pb,False,False,True
SN2006he,False,False,True
SN2005au,True,False,False
SDSS-II SN 8420,False,False,True
SDSS-II SN 14949,False,False,True
SDSS-II SN 20554,False,False,True
SN2006ju,False,False,True
